8.791074133794026801e-01,1.354380495279326624e+01,-7.155059372123956152e+00
1.316153680856744446e+00,1.838324052013904719e+01,-8.129055373544805008e+00
8.974430218013013771e+00,2.940743149232677567e+01,7.678707259981943700e+00
1.654511904640614972e+01,4.403075602651337306e+01,9.606444209711041182e+00
1.011515346266472193e+01,1.290707789872441857e+01,-1.562139850392386009e+00
1.775103925948541717e+00,-7.253630080310212724e-01,1.167675624860357031e+00
3.782299326667138217e+01,3.910823946060693856e+01,2.911472812499892537e+00
4.146338624418654462e+01,3.634756027832295189e+01,2.810572592056973296e+00
2.364939167091762684e+01,4.940950505343745647e+01,2.280289242014220452e+00
2.329067216124063933e+01,4.081347704513687802e+01,5.204509385008380562e+00
8.560055083183973679e+00,-4.028836704822317927e+01,-1.015723852401294636e+01
3.280841153472665894e+01,7.816499125069740650e+00,-1.037001573895757289e+01
4.530926668842012894e+00,5.549305747975745717e+00,-1.213326488721581065e+01
-6.487056937367984943e+00,-1.092615564908300918e+01,-1.457851786332196831e+01
2.460987146284150739e+01,1.052886151036279649e+01,-8.871911453442482554e+00
3.365138897719061362e+01,1.310728726389517718e+01,-8.424988514881270874e+00
1.130989581993289583e+01,1.117336508920409344e+01,5.274267056396726439e+00
2.159420979914591499e+01,1.720178990269822350e+00,1.399122442489205476e+01
1.384397844197587268e+01,2.339420464617067097e+01,1.339820708535904537e+01
1.913337234532481546e+01,6.340745605907842197e+00,6.505105535994681887e+00
2.693469807626035362e+01,3.278954308601603884e+01,9.906595142121455311e+00
2.630206343208503483e+01,1.668862652704373417e+01,1.372610181151516962e+01
1.891394126525682395e+01,-5.376720777237056659e+00,-7.445350850596072156e+00
1.932730409862572074e+01,-1.537058387141302607e+00,-9.305977616117759865e+00
1.162101846844192465e+01,5.876455586666078368e+00,-3.396049956277936488e+00
1.371945720841106287e+01,2.088881158110673653e+01,9.414512530478631902e+00
3.142458377258894586e+01,2.194776380412122752e+00,-8.609103490939416403e+00
2.829909073283480581e+01,-1.832875332091520759e+00,-1.414802212369277790e+01
2.393894094412664231e+01,1.273451989951823293e+01,1.125129719085673763e+01
-3.067655042687702860e+01,-4.064756271767100415e+00,9.538635283745321658e+00
-2.821246214601755042e+01,-3.911554463613998056e+00,9.521023963196221018e+00
-2.130476313787496423e+01,-1.355309367832342282e+01,-3.413709518063340997e+00
-2.084176327712819088e+01,-1.479044536890928008e+01,-2.663949827462464004e+00
6.912985914805545029e-01,-6.587375159029231320e+00,-4.507208962523110429e+00
-8.389718162603980289e+00,-2.472810092280720440e+01,-8.206244937459334921e+00
-3.068880270159059265e+01,-6.871686708280762446e+00,-1.008079250049508602e+00
-2.832290275058702989e+01,-2.426433557567960531e+00,9.806608665979885675e-01
-3.658161148964774956e+00,6.236453857292579173e+00,-3.999432528349482929e+00
-1.078842784730985649e+01,5.914657387047546955e+00,7.235858959188010697e-01
-2.512325001228873944e+01,-1.057241486659961005e+01,5.690637581848843496e+00
-2.498568344200058178e+01,-9.082172522060812270e+00,3.170763314365665053e+00
-3.644837276206810373e+01,-1.277153321045796552e+01,8.882588514333771279e-01
-3.141626034214389307e+01,-9.584143533081434185e+00,5.500375149506115946e+00
